ts,pond_id,sensors,rf,svm,knn,note
2026-01-04T12:22:30.161420Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:29.994523Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.488, ""Turbidity (cm)"": 35.287, ""DO(mg/L)"": 5.286, ""BOD (mg/L)"": 4.047, ""CO2"": 6.38, ""pH"": 7.777, ""Alkalinity (mg L-1 )"": 138.499, ""Hardness (mg L-1 )"": 144.557, ""Calcium (mg L-1 )"": 80.441, ""Ammonia (mg L-1 )"": 0.242, ""Nitrite (mg L-1 )"": 0.058, ""Phosphorus (mg L-1 )"": 0.343, ""H2S (mg L-1 )"": 0.0013, ""Plankton (No. L-1)"": 3463}","{""rf"": {""DO(mg/L)"": 6.017600389999999, ""pH"": 7.635935510000004, ""Ammonia (mg L-1 )"": 0.060342249999999965}, ""svm"": {""class"": 2, ""probabilities"": [0.0001753068122671337, 0.01954584837745145, 0.9802788448102813]}, ""knn"": {""DO(mg/L)"": 4.9922462}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.0001753068122671337, 0.01954584837745145, 0.9802788448102813]}",,
2026-01-04T12:22:31.946503Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:31.825077Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.57, ""Turbidity (cm)"": 35.218, ""DO(mg/L)"": 5.436, ""BOD (mg/L)"": 4.318, ""CO2"": 5.995, ""pH"": 7.799, ""Alkalinity (mg L-1 )"": 105.21, ""Hardness (mg L-1 )"": 151.172, ""Calcium (mg L-1 )"": 107.251, ""Ammonia (mg L-1 )"": 0.296, ""Nitrite (mg L-1 )"": 0.128, ""Phosphorus (mg L-1 )"": 0.175, ""H2S (mg L-1 )"": 0.0013, ""Plankton (No. L-1)"": 4558}","{""rf"": {""DO(mg/L)"": 5.20144649, ""pH"": 8.00527308, ""Ammonia (mg L-1 )"": 0.044597509999999986}, ""svm"": {""class"": 2, ""probabilities"": [9.785056642546225e-05, 0.11690366681915694, 0.8829984826144178]}, ""knn"": {""DO(mg/L)"": 5.973274000000001}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [9.785056642546225e-05, 0.11690366681915694, 0.8829984826144178]}",,
2026-01-04T12:22:33.485370Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:33.365105Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.436, ""Turbidity (cm)"": 33.885, ""DO(mg/L)"": 5.697, ""BOD (mg/L)"": 3.512, ""CO2"": 5.669, ""pH"": 7.778, ""Alkalinity (mg L-1 )"": 117.993, ""Hardness (mg L-1 )"": 130.352, ""Calcium (mg L-1 )"": 87.817, ""Ammonia (mg L-1 )"": 0.306, ""Nitrite (mg L-1 )"": 0.146, ""Phosphorus (mg L-1 )"": 0.317, ""H2S (mg L-1 )"": 0.001, ""Plankton (No. L-1)"": 2868}","{""rf"": {""DO(mg/L)"": 5.522150950000002, ""pH"": 8.038907639999998, ""Ammonia (mg L-1 )"": 0.03342307}, ""svm"": {""class"": 2, ""probabilities"": [0.0005717010926175496, 0.036847320814228146, 0.9625809780931542]}, ""knn"": {""DO(mg/L)"": 5.4448026}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.0005717010926175496, 0.036847320814228146, 0.9625809780931542]}",,
2026-01-04T12:22:35.086255Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:34.960275Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.564, ""Turbidity (cm)"": 36.717, ""DO(mg/L)"": 5.492, ""BOD (mg/L)"": 3.106, ""CO2"": 5.134, ""pH"": 7.842, ""Alkalinity (mg L-1 )"": 138.499, ""Hardness (mg L-1 )"": 119.122, ""Calcium (mg L-1 )"": 80.203, ""Ammonia (mg L-1 )"": 0.304, ""Nitrite (mg L-1 )"": 0.1, ""Phosphorus (mg L-1 )"": 0.289, ""H2S (mg L-1 )"": 0.0021, ""Plankton (No. L-1)"": 5134}","{""rf"": {""DO(mg/L)"": 4.8842761999999995, ""pH"": 8.15399817, ""Ammonia (mg L-1 )"": 0.04216169}, ""svm"": {""class"": 2, ""probabilities"": [0.00014417073219538115, 0.01760365189340375, 0.982252177374401]}, ""knn"": {""DO(mg/L)"": 4.7629392}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.00014417073219538115, 0.01760365189340375, 0.982252177374401]}",,
2026-01-04T12:22:36.829697Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:36.691144Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.723, ""Turbidity (cm)"": 34.348, ""DO(mg/L)"": 5.249, ""BOD (mg/L)"": 2.41, ""CO2"": 7.071, ""pH"": 7.796, ""Alkalinity (mg L-1 )"": 134.841, ""Hardness (mg L-1 )"": 150.556, ""Calcium (mg L-1 )"": 74.64, ""Ammonia (mg L-1 )"": 0.27, ""Nitrite (mg L-1 )"": 0.086, ""Phosphorus (mg L-1 )"": 0.343, ""H2S (mg L-1 )"": 0.0022, ""Plankton (No. L-1)"": 3206}","{""rf"": {""DO(mg/L)"": 6.289705549999999, ""pH"": 7.74943348, ""Ammonia (mg L-1 )"": 0.032102759999999994}, ""svm"": {""class"": 2, ""probabilities"": [1.009614910071904e-05, 0.004259243530855551, 0.9957306603200439]}, ""knn"": {""DO(mg/L)"": 4.3278896}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [1.009614910071904e-05, 0.004259243530855551, 0.9957306603200439]}",,
2026-01-04T12:22:38.197532Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:38.057295Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.504, ""Turbidity (cm)"": 37.014, ""DO(mg/L)"": 3.548, ""BOD (mg/L)"": 3.559, ""CO2"": 5.98, ""pH"": 7.817, ""Alkalinity (mg L-1 )"": 109.272, ""Hardness (mg L-1 )"": 133.599, ""Calcium (mg L-1 )"": 104.164, ""Ammonia (mg L-1 )"": 0.282, ""Nitrite (mg L-1 )"": 0.065, ""Phosphorus (mg L-1 )"": 0.384, ""H2S (mg L-1 )"": 0.0047, ""Plankton (No. L-1)"": 3591}","{""rf"": {""DO(mg/L)"": 5.676279910000001, ""pH"": 8.24434836, ""Ammonia (mg L-1 )"": 0.03788222000000002}, ""svm"": {""class"": 2, ""probabilities"": [9.998810754274626e-06, 0.003951974313140721, 0.996038026876105]}, ""knn"": {""DO(mg/L)"": 3.7430528}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [9.998810754274626e-06, 0.003951974313140721, 0.996038026876105]}",,night_do_drop;
2026-01-04T12:22:40.199842Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:40.111290Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.79, ""Turbidity (cm)"": 37.336, ""DO(mg/L)"": 5.283, ""BOD (mg/L)"": 2.927, ""CO2"": 7.038, ""pH"": 7.828, ""Alkalinity (mg L-1 )"": 107.891, ""Hardness (mg L-1 )"": 158.957, ""Calcium (mg L-1 )"": 76.46, ""Ammonia (mg L-1 )"": 0.269, ""Nitrite (mg L-1 )"": 0.146, ""Phosphorus (mg L-1 )"": 0.293, ""H2S (mg L-1 )"": 0.0044, ""Plankton (No. L-1)"": 2762}","{""rf"": {""DO(mg/L)"": 5.271985820000001, ""pH"": 7.830916349999999, ""Ammonia (mg L-1 )"": 0.03966504000000002}, ""svm"": {""class"": 2, ""probabilities"": [0.0002619055208166661, 0.022512938767559196, 0.977225155711624]}, ""knn"": {""DO(mg/L)"": 5.144254800000001}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.0002619055208166661, 0.022512938767559196, 0.977225155711624]}",,
2026-01-04T12:22:41.720826Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:41.628592Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.455, ""Turbidity (cm)"": 37.448, ""DO(mg/L)"": 5.422, ""BOD (mg/L)"": 2.728, ""CO2"": 5.425, ""pH"": 7.777, ""Alkalinity (mg L-1 )"": 136.036, ""Hardness (mg L-1 )"": 135.981, ""Calcium (mg L-1 )"": 78.005, ""Ammonia (mg L-1 )"": 0.309, ""Nitrite (mg L-1 )"": 0.061, ""Phosphorus (mg L-1 )"": 0.393, ""H2S (mg L-1 )"": 0.004, ""Plankton (No. L-1)"": 4589}","{""rf"": {""DO(mg/L)"": 5.075107559999999, ""pH"": 7.58221772, ""Ammonia (mg L-1 )"": 0.03899349000000002}, ""svm"": {""class"": 2, ""probabilities"": [2.5482409955121e-06, 2.881726889086361e-06, 0.9999945700321153]}, ""knn"": {""DO(mg/L)"": 5.2610964000000005}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [2.5482409955121e-06, 2.881726889086361e-06, 0.9999945700321153]}",,
2026-01-04T12:22:42.885425Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:42.792067Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.158, ""Turbidity (cm)"": 36.379, ""DO(mg/L)"": 5.229, ""BOD (mg/L)"": 4.773, ""CO2"": 4.52, ""pH"": 7.869, ""Alkalinity (mg L-1 )"": 129.079, ""Hardness (mg L-1 )"": 147.344, ""Calcium (mg L-1 )"": 102.126, ""Ammonia (mg L-1 )"": 0.237, ""Nitrite (mg L-1 )"": 0.125, ""Phosphorus (mg L-1 )"": 0.229, ""H2S (mg L-1 )"": 0.0044, ""Plankton (No. L-1)"": 3623}","{""rf"": {""DO(mg/L)"": 5.131685140000002, ""pH"": 8.21157199, ""Ammonia (mg L-1 )"": 0.03215059000000001}, ""svm"": {""class"": 2, ""probabilities"": [0.0004895574826368283, 0.03393222676665607, 0.9655782157507072]}, ""knn"": {""DO(mg/L)"": 4.5118678}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.0004895574826368283, 0.03393222676665607, 0.9655782157507072]}",,
2026-01-04T12:22:44.958354Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:44.807396Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.292, ""Turbidity (cm)"": 34.334, ""DO(mg/L)"": 5.319, ""BOD (mg/L)"": 4.488, ""CO2"": 7.484, ""pH"": 7.842, ""Alkalinity (mg L-1 )"": 117.735, ""Hardness (mg L-1 )"": 154.939, ""Calcium (mg L-1 )"": 80.206, ""Ammonia (mg L-1 )"": 0.243, ""Nitrite (mg L-1 )"": 0.059, ""Phosphorus (mg L-1 )"": 0.361, ""H2S (mg L-1 )"": 0.0017, ""Plankton (No. L-1)"": 3310}","{""rf"": {""DO(mg/L)"": 6.265778019999999, ""pH"": 7.506618349999994, ""Ammonia (mg L-1 )"": 0.037088609999999994}, ""svm"": {""class"": 2, ""probabilities"": [7.030826669936218e-05, 0.08106876889692188, 0.9188609228363788]}, ""knn"": {""DO(mg/L)"": 4.0640848}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [7.030826669936218e-05, 0.08106876889692188, 0.9188609228363788]}",,
2026-01-04T12:22:46.822719Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:46.645007Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.173, ""Turbidity (cm)"": 35.958, ""DO(mg/L)"": 4.165, ""BOD (mg/L)"": 3.722, ""CO2"": 5.117, ""pH"": 7.849, ""Alkalinity (mg L-1 )"": 133.023, ""Hardness (mg L-1 )"": 109.999, ""Calcium (mg L-1 )"": 93.774, ""Ammonia (mg L-1 )"": 0.501, ""Nitrite (mg L-1 )"": 0.052, ""Phosphorus (mg L-1 )"": 0.35, ""H2S (mg L-1 )"": 0.0021, ""Plankton (No. L-1)"": 3523}","{""rf"": {""DO(mg/L)"": 5.697800500000002, ""pH"": 7.897377329999999, ""Ammonia (mg L-1 )"": 0.045535189999999996}, ""svm"": {""class"": 2, ""probabilities"": [1.9141026240324446e-05, 0.006170582306886084, 0.9938102766668735]}, ""knn"": {""DO(mg/L)"": 6.4634816}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [1.9141026240324446e-05, 0.006170582306886084, 0.9938102766668735]}",,night_do_drop;stress_ammonia;
2026-01-04T12:22:48.002158Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:47.861432Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.03, ""Turbidity (cm)"": 35.998, ""DO(mg/L)"": 5.157, ""BOD (mg/L)"": 3.885, ""CO2"": 5.232, ""pH"": 7.854, ""Alkalinity (mg L-1 )"": 110.163, ""Hardness (mg L-1 )"": 104.156, ""Calcium (mg L-1 )"": 90.628, ""Ammonia (mg L-1 )"": 0.283, ""Nitrite (mg L-1 )"": 0.09, ""Phosphorus (mg L-1 )"": 0.168, ""H2S (mg L-1 )"": 0.0025, ""Plankton (No. L-1)"": 3584}","{""rf"": {""DO(mg/L)"": 5.607880680000002, ""pH"": 7.879982909999996, ""Ammonia (mg L-1 )"": 0.060818280000000016}, ""svm"": {""class"": 2, ""probabilities"": [0.00012948317758259965, 0.01651037153586069, 0.9833601452865566]}, ""knn"": {""DO(mg/L)"": 3.7492028}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.00012948317758259965, 0.01651037153586069, 0.9833601452865566]}",,
2026-01-04T12:22:49.733757Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:49.587761Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.257, ""Turbidity (cm)"": 37.122, ""BOD (mg/L)"": 2.639, ""CO2"": 7.577, ""pH"": 7.808, ""Alkalinity (mg L-1 )"": 104.972, ""Hardness (mg L-1 )"": 124.407, ""Calcium (mg L-1 )"": 104.228, ""Ammonia (mg L-1 )"": 0.246, ""Nitrite (mg L-1 )"": 0.109, ""Phosphorus (mg L-1 )"": 0.385, ""H2S (mg L-1 )"": 0.0021, ""Plankton (No. L-1)"": 3188}","{""rf"": {""DO(mg/L)"": 3.9712724, ""pH"": 8.126593890000002, ""Ammonia (mg L-1 )"": 0.03196423000000001, ""note"": ""DO estimated via KNN fallback (sensor missing or invalid)""}, ""svm"": {""class"": 2, ""probabilities"": [6.472357201352958e-06, 0.003262195528021057, 0.9967313321147779]}, ""knn"": {""DO(mg/L)"": 3.9712724}, ""knn_fallback_used"": true}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [6.472357201352958e-06, 0.003262195528021057, 0.9967313321147779]}","{""DO(mg/L)"": 3.9712724}",do_missing;
2026-01-04T12:22:51.388166Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:51.276968Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.035, ""Turbidity (cm)"": 34.195, ""DO(mg/L)"": 5.507, ""BOD (mg/L)"": 2.426, ""CO2"": 5.769, ""pH"": 7.779, ""Alkalinity (mg L-1 )"": 124.576, ""Hardness (mg L-1 )"": 100.861, ""Calcium (mg L-1 )"": 90.284, ""Ammonia (mg L-1 )"": 0.238, ""Nitrite (mg L-1 )"": 0.079, ""Phosphorus (mg L-1 )"": 0.38, ""H2S (mg L-1 )"": 0.0006, ""Plankton (No. L-1)"": 3306}","{""rf"": {""DO(mg/L)"": 6.164642029999999, ""pH"": 8.112603060000001, ""Ammonia (mg L-1 )"": 0.03168433}, ""svm"": {""class"": 2, ""probabilities"": [7.293590568759864e-07, 8.546575346972456e-07, 0.9999984159834083]}, ""knn"": {""DO(mg/L)"": 3.7992067999999994}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [7.293590568759864e-07, 8.546575346972456e-07, 0.9999984159834083]}",,
2026-01-04T12:22:51.623285Z,POND_TEST,"{""Temp"": 30.461, ""Turbidity (cm)"": 36.038, ""DO(mg/L)"": 5.257, ""BOD (mg/L)"": 3.534, ""CO2"": 6.084, ""pH"": 7.822, ""Alkalinity (mg L-1 )"": 122.12, ""Hardness (mg L-1 )"": 131.199, ""Calcium (mg L-1 )"": 92.021, ""Ammonia (mg L-1 )"": 0.297, ""Nitrite (mg L-1 )"": 0.1, ""Phosphorus (mg L-1 )"": 0.3, ""H2S (mg L-1 )"": 0.003, ""Plankton (No. L-1)"": 3507.389, ""Timestamp"": ""2026-01-04T12:22:51.390253Z"", ""PondID"": ""POND_TEST"", ""Aggregated"": 1}","{""rf"": {""DO(mg/L)"": 5.754258179999999, ""pH"": 7.7593596300000005, ""Ammonia (mg L-1 )"": 0.035398640000000016}, ""svm"": {""class"": 2, ""probabilities"": [5.9560015320511216e-05, 0.010768682909513144, 0.9891717570751664]}, ""knn"": {""DO(mg/L)"": 4.3792262}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [5.9560015320511216e-05, 0.010768682909513144, 0.9891717570751664]}",,hourly_agg
2026-01-04T12:22:53.185122Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:53.043706Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.216, ""Turbidity (cm)"": 37.307, ""DO(mg/L)"": 5.389, ""BOD (mg/L)"": 3.801, ""CO2"": 4.569, ""pH"": 7.849, ""Alkalinity (mg L-1 )"": 107.494, ""Hardness (mg L-1 )"": 127.454, ""Calcium (mg L-1 )"": 82.979, ""Ammonia (mg L-1 )"": 0.25, ""Nitrite (mg L-1 )"": 0.111, ""Phosphorus (mg L-1 )"": 0.119, ""H2S (mg L-1 )"": 0.0043, ""Plankton (No. L-1)"": 2943}","{""rf"": {""DO(mg/L)"": 5.4015832800000005, ""pH"": 7.987086279999995, ""Ammonia (mg L-1 )"": 0.08449264}, ""svm"": {""class"": 2, ""probabilities"": [0.000568520971593948, 0.03613541723301418, 0.9632960617953917]}, ""knn"": {""DO(mg/L)"": 5.5827486}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.000568520971593948, 0.03613541723301418, 0.9632960617953917]}",,
2026-01-04T12:22:54.654628Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:54.532507Z"", ""PondID"": ""POND_TEST"", ""Temp"": 29.991, ""Turbidity (cm)"": 37.691, ""DO(mg/L)"": 5.407, ""BOD (mg/L)"": 4.168, ""CO2"": 4.137, ""pH"": 7.804, ""Alkalinity (mg L-1 )"": 136.816, ""Hardness (mg L-1 )"": 145.751, ""Calcium (mg L-1 )"": 79.246, ""Ammonia (mg L-1 )"": 0.322, ""Nitrite (mg L-1 )"": 0.198, ""Phosphorus (mg L-1 )"": 0.389, ""H2S (mg L-1 )"": 0.004, ""Plankton (No. L-1)"": 1992}","{""rf"": {""DO(mg/L)"": 5.195776280000003, ""pH"": 7.647019999999999, ""Ammonia (mg L-1 )"": 0.045409549999999986}, ""svm"": {""class"": 2, ""probabilities"": [8.539738959592396e-05, 0.15613257666357286, 0.8437820259468312]}, ""knn"": {""DO(mg/L)"": 4.986309800000001}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [8.539738959592396e-05, 0.15613257666357286, 0.8437820259468312]}",,
2026-01-04T12:22:56.145025Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:56.001080Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.034, ""Turbidity (cm)"": 36.992, ""DO(mg/L)"": 5.199, ""BOD (mg/L)"": 3.541, ""CO2"": 4.785, ""pH"": 7.803, ""Alkalinity (mg L-1 )"": 108.639, ""Hardness (mg L-1 )"": 120.487, ""Calcium (mg L-1 )"": 102.209, ""Ammonia (mg L-1 )"": 0.301, ""Nitrite (mg L-1 )"": 0.114, ""Phosphorus (mg L-1 )"": 0.242, ""H2S (mg L-1 )"": 0.0038, ""Plankton (No. L-1)"": 3434}","{""rf"": {""DO(mg/L)"": 5.390155780000002, ""pH"": 7.9899880299999975, ""Ammonia (mg L-1 )"": 0.03489873000000002}, ""svm"": {""class"": 2, ""probabilities"": [4.114955154758384e-05, 0.008809308493987417, 0.991149541954465]}, ""knn"": {""DO(mg/L)"": 3.9493116}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [4.114955154758384e-05, 0.008809308493987417, 0.991149541954465]}",,
2026-01-04T12:22:57.377825Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:57.274516Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.506, ""Turbidity (cm)"": 34.062, ""DO(mg/L)"": 5.387, ""BOD (mg/L)"": 2.98, ""CO2"": 7.88, ""pH"": 7.791, ""Alkalinity (mg L-1 )"": 126.415, ""Hardness (mg L-1 )"": 154.251, ""Calcium (mg L-1 )"": 70.36, ""Ammonia (mg L-1 )"": 0.314, ""Nitrite (mg L-1 )"": 0.183, ""Phosphorus (mg L-1 )"": 0.179, ""H2S (mg L-1 )"": 0.0012, ""Plankton (No. L-1)"": 4127}","{""rf"": {""DO(mg/L)"": 5.905903899999998, ""pH"": 7.46791773, ""Ammonia (mg L-1 )"": 0.04710179999999998}, ""svm"": {""class"": 2, ""probabilities"": [0.0004549583106553948, 0.1258188592797638, 0.8737261824095808]}, ""knn"": {""DO(mg/L)"": 3.9068248}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.0004549583106553948, 0.1258188592797638, 0.8737261824095808]}",,
2026-01-04T12:22:59.471675Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:22:59.357337Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.907, ""Turbidity (cm)"": 35.735, ""DO(mg/L)"": 5.13, ""BOD (mg/L)"": 2.767, ""CO2"": 5.111, ""pH"": 7.803, ""Alkalinity (mg L-1 )"": 127.332, ""Hardness (mg L-1 )"": 156.835, ""Calcium (mg L-1 )"": 96.206, ""Ammonia (mg L-1 )"": 0.254, ""Nitrite (mg L-1 )"": 0.107, ""Phosphorus (mg L-1 )"": 0.394, ""H2S (mg L-1 )"": 0.0007, ""Plankton (No. L-1)"": 2926}","{""rf"": {""DO(mg/L)"": 5.845952639999999, ""pH"": 8.061929160000005, ""Ammonia (mg L-1 )"": 0.04446919999999998}, ""svm"": {""class"": 2, ""probabilities"": [9.359281412083955e-06, 0.004289284954823925, 0.9957013557637637]}, ""knn"": {""DO(mg/L)"": 6.3197466}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [9.359281412083955e-06, 0.004289284954823925, 0.9957013557637637]}",,
2026-01-04T12:23:01.075304Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:23:00.934657Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.614, ""Turbidity (cm)"": 35.63, ""DO(mg/L)"": 5.149, ""BOD (mg/L)"": 4.712, ""CO2"": 7.925, ""pH"": 7.835, ""Alkalinity (mg L-1 )"": 123.486, ""Hardness (mg L-1 )"": 104.726, ""Calcium (mg L-1 )"": 80.024, ""Ammonia (mg L-1 )"": 0.253, ""Nitrite (mg L-1 )"": 0.158, ""Phosphorus (mg L-1 )"": 0.394, ""H2S (mg L-1 )"": 0.001, ""Plankton (No. L-1)"": 2867}","{""rf"": {""DO(mg/L)"": 5.63082025, ""pH"": 8.028638129999996, ""Ammonia (mg L-1 )"": 0.05868608999999998}, ""svm"": {""class"": 2, ""probabilities"": [5.5877971582852306e-05, 0.14682815948824574, 0.8531159625401715]}, ""knn"": {""DO(mg/L)"": 6.456213199999999}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [5.5877971582852306e-05, 0.14682815948824574, 0.8531159625401715]}",,
2026-01-04T12:23:02.927888Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:23:02.784847Z"", ""PondID"": ""POND_TEST"", ""Temp"": 30.669, ""Turbidity (cm)"": 36.45, ""DO(mg/L)"": 5.223, ""BOD (mg/L)"": 2.997, ""CO2"": 5.264, ""pH"": 7.818, ""Alkalinity (mg L-1 )"": 126.762, ""Hardness (mg L-1 )"": 126.393, ""Calcium (mg L-1 )"": 78.089, ""Ammonia (mg L-1 )"": 0.265, ""Nitrite (mg L-1 )"": 0.16, ""Phosphorus (mg L-1 )"": 0.369, ""H2S (mg L-1 )"": 0.0018, ""Plankton (No. L-1)"": 3146}","{""rf"": {""DO(mg/L)"": 4.73672272, ""pH"": 7.9277731799999955, ""Ammonia (mg L-1 )"": 0.034523110000000024}, ""svm"": {""class"": 2, ""probabilities"": [8.377971019928258e-06, 0.003973376091901999, 0.9960182459370782]}, ""knn"": {""DO(mg/L)"": 3.9283097999999996}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [8.377971019928258e-06, 0.003973376091901999, 0.9960182459370782]}",,
2026-01-04T12:23:04.780484Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:23:04.680562Z"", ""PondID"": ""POND_TEST"", ""Temp"": 29.959, ""Turbidity (cm)"": 37.277, ""DO(mg/L)"": 5.273, ""BOD (mg/L)"": 2.263, ""CO2"": 4.978, ""pH"": 7.764, ""Alkalinity (mg L-1 )"": 136.458, ""Hardness (mg L-1 )"": 113.857, ""Calcium (mg L-1 )"": 83.374, ""Ammonia (mg L-1 )"": 0.24, ""Nitrite (mg L-1 )"": 0.145, ""Phosphorus (mg L-1 )"": 0.154, ""H2S (mg L-1 )"": 0.0006, ""Plankton (No. L-1)"": 4082}","{""rf"": {""DO(mg/L)"": 4.9316285099999995, ""pH"": 8.068459499999998, ""Ammonia (mg L-1 )"": 0.05407953}, ""svm"": {""class"": 2, ""probabilities"": [3.937510953718056e-07, 4.6308787128355244e-07, 0.9999991431610334]}, ""knn"": {""DO(mg/L)"": 3.9727094000000003}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [3.937510953718056e-07, 4.6308787128355244e-07, 0.9999991431610334]}",,
2026-01-04T12:23:06.904316Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:23:06.778402Z"", ""PondID"": ""POND_TEST"", ""Temp"": 29.985, ""Turbidity (cm)"": 34.684, ""DO(mg/L)"": 5.588, ""BOD (mg/L)"": 2.514, ""CO2"": 7.965, ""pH"": 7.829, ""Alkalinity (mg L-1 )"": 105.081, ""Hardness (mg L-1 )"": 120.477, ""Calcium (mg L-1 )"": 86.142, ""Ammonia (mg L-1 )"": 0.298, ""Nitrite (mg L-1 )"": 0.159, ""Phosphorus (mg L-1 )"": 0.227, ""H2S (mg L-1 )"": 0.0015, ""Plankton (No. L-1)"": 4437}","{""rf"": {""DO(mg/L)"": 5.39992483, ""pH"": 7.68263019, ""Ammonia (mg L-1 )"": 0.05718799999999999}, ""svm"": {""class"": 2, ""probabilities"": [0.0001798814044440209, 0.019200986571562256, 0.9806191320239936]}, ""knn"": {""DO(mg/L)"": 4.1900224}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.0001798814044440209, 0.019200986571562256, 0.9806191320239936]}",,
